0000272668;22;Офисный пк стандарт IRBIS H80SFF;CZC74478YK;6110237944;2;Хранение исправного;2;Персональный компьютер;11;Экономический отдел;НБ_Б206
0000272382;22;Офисный пк стандарт IRBIS H80SFF;CZC74478ZQ;6110237960;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000270894;22;Офисный пк стандарт IRBIS H80SFF;CZC7447900;6110237947;1;В эксплуатации;2;Персональный компьютер;11;Экономический отдел;НБ_Б206
0000272640;23;Офисный ПК Стандарт Lan-РС 1;EL1060143;8596110198098493;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272641;23;Офисный ПК Стандарт Lan-РС 1;EL1060153;8596110198098494;1;В эксплуатации;2;Персональный компьютер;11;Экономический отдел;НБ_Б206
0000272642;23;Офисный ПК Стандарт Lan-РС 1;EL1060301;8596110198098495;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272643;23;Офисный ПК Стандарт Lan-РС 1;EL1060302;8596110198098496;1;В эксплуатации;2;Персональный компьютер;2;Административный отдел;НБ_Б206
0000272644;23;Офисный ПК Стандарт Lan-РС 1;EL1060312;8596110198098497;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272645;23;Офисный ПК Стандарт Lan-РС 1;EL1060341;8596110198098498;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272646;23;Офисный ПК Стандарт Lan-РС 1;EL1060344;8596110198098499;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272647;23;Офисный ПК Стандарт Lan-РС 1;EL1060347;8596110198098500;1;В эксплуатации;2;Персональный компьютер;7;Отдел управления недвижимостью и эксплуатации;НБ_Б206
0000272648;23;Офисный ПК Стандарт Lan-РС 1;EL1060349;8596110198098501;1;В эксплуатации;2;Персональный компьютер;6;Отдел наличного денежного обращения и кассовых операций;НБ_Б206
0000272649;23;Офисный ПК Стандарт Lan-РС 1;EL1060356;8596110198098502;1;В эксплуатации;2;Персональный компьютер;6;Отдел наличного денежного обращения и кассовых операций;НБ_Б206
0000272706;23;Офисный ПК Стандарт Lan-РС 1;EL1060357;8596110198098503;1;В эксплуатации;2;Персональный компьютер;8;Руководство;НБ_Б206
0000272650;23;Офисный ПК Стандарт Lan-РС 1;EL1060359;8596110198098504;1;В эксплуатации;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272651;23;Офисный ПК Стандарт Lan-РС 1;EL1060363;8596110198098505;1;В эксплуатации;2;Персональный компьютер;10;Сектор по работе с персоналом;НБ_Б206
0000272652;23;Офисный ПК Стандарт Lan-РС 1;EL1060392;8596110198098506;1;В эксплуатации;2;Персональный компьютер;12;Юридический отдел;НБ_Б201
0000272653;23;Офисный ПК Стандарт Lan-РС 1;EL1060396;8596110198098507;1;В эксплуатации;2;Персональный компьютер;6;Отдел наличного денежного обращения и кассовых операций;НБ_Б206
0000272654;23;Офисный ПК Стандарт Lan-РС 1;EL1060398;8596110198098508;1;В эксплуатации;2;Персональный компьютер;2;Административный отдел;НБ_Б206
0000272705;23;Офисный ПК Стандарт Lan-РС 1;EL1060653;8596110198098509;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272655;23;Офисный ПК Стандарт Lan-РС 1;EL1060670;8596110198098510;1;В эксплуатации;2;Персональный компьютер;12;Юридический отдел;НБ_Б206
0000272656;23;Офисный ПК Стандарт Lan-РС 1;EL1060671;8596110198098511;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272657;23;Офисный ПК Стандарт Lan-РС 1;EL1060673;8596110198098512;1;В эксплуатации;2;Персональный компьютер;7;Отдел управления недвижимостью и эксплуатации;НБ_Б206
0000272890;24;Персональный компьютер Aquarius Std S20 K23;2200928076906-0039;9121403273224189;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272892;24;Персональный компьютер Aquarius Std S20 K23;2201120076907-0082;9121403273224192;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б412
0000272910;24;Персональный компьютер Aquarius Std S20 K23;2201120076907-0119;9121403273224191;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272891;24;Персональный компьютер Aquarius Std S20 K23;2201120076907-0135;9121403273224190;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000272893;24;Персональный компьютер Aquarius Std S20 K23;2201120076907-0179;9121403273224193;1;В эксплуатации;2;Персональный компьютер;4;Отдел безопасности;НБ_Б206
0000271060;25;Персональный компьютер HP Compag 6300 Pro MT;CZC2435852;29068641;3;Подготовка к выбытию;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000271518;25;Персональный компьютер HP Compag 6300 Pro MT;CZC24363TD;29068644;3;Подготовка к выбытию;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272487;25;Персональный компьютер HP Compag 6300 Pro MT;CZC24363TH;29068646;3;Подготовка к выбытию;2;Персональный компьютер;5;Отдел информатизации;НБ_Б106
0000272289;25;Персональный компьютер HP Compag 6300 Pro MT;CZC243B0YB;29068648;3;Подготовка к выбытию;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000271468;25;Персональный компьютер HP Compag 6300 Pro MT;CZC243B247;29068651;3;Подготовка к выбытию;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000272510;25;Персональный компьютер HP Compag 6300 Pro MT;CZC243B251;29068656;3;Подготовка к выбытию;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
0000271093;25;Персональный компьютер HP Compag 6300 Pro MT;CZC243C503;29068658;3;Подготовка к выбытию;2;Персональный компьютер;5;Отдел информатизации;НБ_Б206
